freq_hz,K,n_target,state,scenario,qfi,eps_min,n_actual,theta,split,method
56.2,0.2972403017767778,2.0,cat,loss_post_07,4.1492754606467175,0.4909235501747609,1.9999999999999982,,,fock(N=83)
56.2,0.2972403017767778,2.0,cat,pn_pre,33.527646731401504,0.1727024362629599,1.9999999999999982,,,fock(N=79)
56.2,0.2972403017767778,2.0,cat,pn_conc,34.96851092468114,0.16910693979452404,1.9999999999999982,,,fock(N=79)
56.2,0.2972403017767778,2.0,cat,pn_post,36.520103249267706,0.1654756141643838,1.9999999999999982,,,fock(N=79)
56.2,0.2972403017767778,2.0,cat,pn_then_loss,12.279677299204332,0.28536882233408456,1.9999999999999982,,,fock(N=81)
56.2,0.2972403017767778,2.0,cat,loss_then_pn,15.544655167011864,0.2536351580489231,1.9999999999999982,,,fock(N=81)
56.2,0.2972403017767778,2.0,sqz_cat,lossless,39.595721066854445,0.15891901768010458,2.0000000000000004,0.0,0.75,fock(N=78)
56.2,0.2972403017767778,2.0,sqz_cat,loss_pre,20.95013444124688,0.2184774372492766,2.0,0.0,0.75,fock(N=79)
56.2,0.2972403017767778,2.0,sqz_cat,loss_conc,19.57290715987762,0.22603325124785192,2.0,0.0,0.75,fock(N=80)
56.2,0.2972403017767778,2.0,sqz_cat,loss_post,18.029984843507158,0.23550618601423823,2.0,0.0,0.75,fock(N=80)
56.2,0.2972403017767778,2.0,sqz_cat,loss_post_07,7.06817295095188,0.37613731158731106,1.9999999999999996,0.0,0.75,fock(N=84)
56.2,0.2972403017767778,2.0,sqz_cat,pn_pre,36.04361923495415,0.1665657878781246,2.0,0.0,0.75,fock(N=79)
